RepName,length,RPKM (0h),t1/2 (h)
NM_001024644,1373,0.06,N.D.
NM_000258,942,0,N.D.
NM_015078,4772,0.6,N.D.
NM_020390,5537,0.99,N.D.
NM_007354,2700,0.17,N.D.
NM_022135,1667,0,N.D.
NM_014850,8901,0.28,N.D.
NM_152533,971,0,N.D.
NM_005335,2029,0.04,N.D.
NM_152538,3577,0.05,N.D.
NM_024750,4860,0.01,N.D.
NM_006884,3135,0.06,N.D.
NM_001013679,4064,0,N.D.
NM_175924,2765,0,N.D.
NM_178177,1886,0.1,N.D.
NM_144639,3127,0,N.D.
NM_000306,1262,0,N.D.
NM_001041,6021,0,N.D.
NM_001038705,2323,0.03,N.D.
NM_001008269,480,0.39,N.D.
NM_152394,2067,0.18,N.D.
NM_014429,3765,0,N.D.
NM_207359,3086,0,N.D.
NM_005442,2756,0.31,N.D.
NM_023915,1498,0,N.D.
NM_182902,2764,0.66,N.D.
NM_014398,3316,0,N.D.
NM_004625,1732,0,N.D.
NM_198271,4067,0,N.D.
NM_001004315,2654,0,N.D.
NM_000481,2117,0.91,N.D.
NM_006514,5874,0,N.D.
NM_015009,4161,0.06,N.D.
NM_014996,6065,0,N.D.
NM_007136,2560,0,N.D.
NM_207486,3359,0.02,N.D.
NM_130808,2587,0.22,N.D.
NM_022405,5350,0.01,N.D.
NM_176815,3772,0.3,N.D.
NM_001008737,1897,0.35,N.D.
NM_015576,6138,0.1,N.D.
NM_016247,4464,0.17,N.D.
NM_004454,4071,0.49,N.D.
NM_139248,2478,0.27,N.D.
NM_004944,1463,0,N.D.
NM_002971,3782,0.12,N.D.
NM_018008,1919,0.5,N.D.
NM_000729,851,0,N.D.
NM_001001850,1198,0.64,N.D.
NM_004488,3493,0,N.D.
NM_138805,1322,0,N.D.
NM_000055,2444,0.27,N.D.
NM_003335,3330,0.2,N.D.
NM_002218,3260,0.76,N.D.
NM_181780,1239,0.07,N.D.
NM_032153,4087,0,N.D.
NM_020949,2909,0.13,N.D.
NM_194293,6451,0,N.D.
NM_017578,1112,0,N.D.
NM_144634,886,0,N.D.
NM_004391,3951,0,N.D.
NM_022094,1305,0.14,N.D.
NM_014926,4281,0,N.D.
NM_006217,1445,0.06,N.D.
NM_018189,2584,0,N.D.
NM_001039617,1370,0,N.D.
NM_001005527,2248,0,N.D.
NM_173653,3568,0.1,N.D.
NM_003865,892,0.31,N.D.
NM_006225,2707,0.46,N.D.
NM_025163,2721,0.74,N.D.
NM_182702,882,0,N.D.
NM_198490,4447,0.95,N.D.
NM_020678,1309,0,N.D.
NM_024046,3028,0.5,N.D.
NM_001337,3108,0.02,N.D.
NM_004164,700,0,N.D.
NM_001295,2690,0.14,N.D.
NM_144715,2899,0,N.D.
NM_031955,2070,0.04,N.D.
NM_022788,1502,0,N.D.
NM_198859,8318,0.04,N.D.
NM_013308,1855,0,N.D.
NM_013270,1354,0,N.D.
NM_005459,860,0.1,N.D.
NM_024621,3044,0.06,N.D.
NM_198564,2048,0.04,N.D.
NM_199356,1805,0,N.D.
NM_001683,6821,0.04,N.D.
NM_005191,2757,0.1,N.D.
NM_207316,1449,0.06,N.D.
NM_001025266,5901,0,N.D.
NM_198152,1279,0,N.D.
NM_001008756,3481,0.58,N.D.
NM_183357,3842,0.37,N.D.
NM_001005514,933,0,N.D.
NM_017699,4669,0.05,N.D.
NM_001004736,952,0,N.D.
NM_182610,2281,0.03,N.D.
NM_000893,1668,0,N.D.
NM_153184,3347,0.11,N.D.
NM_004947,8755,0.34,N.D.
NM_018029,1679,0.8,N.D.
NM_001871,1473,0,N.D.
NM_001099,3089,0,N.D.
NM_175056,3639,0.02,N.D.
NM_182935,3077,0,N.D.
NM_003571,1644,0.11,N.D.
NM_000412,1964,0,N.D.
NM_000388,4913,0,N.D.
NM_007337,5632,0.34,N.D.
NM_001005517,966,0,N.D.
NM_001030078,1515,0,N.D.
NM_003947,10777,0.29,N.D.
NM_080865,2139,0.08,N.D.
NM_003106,2518,0,N.D.
NM_013343,1677,0.16,N.D.
NM_033050,1449,0,N.D.
NM_198485,3655,0.1,N.D.
NM_005508,1657,0,N.D.
NM_003042,4493,0,N.D.
NM_198184,402,0,N.D.
NM_001042705,1460,0.06,N.D.
NM_003884,4838,0.81,N.D.
NM_207102,1647,0.11,N.D.
NM_003741,3547,0.18,N.D.
NM_007117,1561,0,N.D.
NM_203370,1058,0.9,N.D.
NM_002215,2920,0,N.D.
NM_152673,1828,0,N.D.
NM_175613,5043,0.22,N.D.
NM_003722,4932,0.27,N.D.
NM_002045,1225,0.31,N.D.
NM_144633,5106,0.01,N.D.
NM_002207,3962,0.34,N.D.
NM_052953,1718,0,N.D.
NM_198565,2488,0,N.D.
NM_178173,2628,0.03,N.D.
NM_000839,3186,0,N.D.
NM_032137,3300,0.29,N.D.
NM_004443,4234,0.29,N.D.
NM_000965,3119,0.49,N.D.
NM_080862,2455,0.07,N.D.
NM_001870,1633,0.11,N.D.
NM_015900,1758,0,N.D.
NM_153264,2691,0,N.D.
NM_005201,2370,0,N.D.
NM_006952,2060,0.09,N.D.
NM_153833,1067,0,N.D.
NM_001040432,1752,0.15,N.D.
NM_033210,3285,0,N.D.
NM_022147,1027,0,N.D.
NM_006100,2107,0.04,N.D.
NM_001008273,1503,0.05,N.D.
NM_005290,1083,0,N.D.
NM_001004316,2881,0.23,N.D.
NM_005816,4481,0.02,N.D.
NM_002217,2809,0,N.D.
NM_001837,1945,0,N.D.
NM_130770,1745,0,N.D.
NM_207365,1520,0,N.D.
NM_145755,4233,0.56,N.D.
NM_015873,2787,0.13,N.D.
NM_000174,900,0,N.D.
NM_004345,739,0,N.D.
NM_000866,2716,0.03,N.D.
NM_033364,4185,0,N.D.
NM_014375,1640,0,N.D.
NM_014373,1749,0.93,N.D.
NM_018971,1128,0,N.D.
NM_000172,2419,0.19,N.D.
NM_152393,2423,0,N.D.
NM_152889,1747,0.05,N.D.
NM_173799,2139,0.08,N.D.
NM_152616,2538,0,N.D.
NM_014229,1991,0,N.D.
NM_002563,3122,0,N.D.
NM_001001699,1828,0.1,N.D.
NM_004441,4536,0.1,N.D.
NM_020873,3351,0,N.D.
NM_002852,1908,0,N.D.
NM_153635,2066,0,N.D.
NM_053002,7694,0.08,N.D.
NM_207488,2352,0.36,N.D.
NM_004189,818,0,N.D.
NM_145044,3081,0,N.D.
NM_005944,2301,0,N.D.
NM_003412,5231,0.49,N.D.
NM_001005479,978,0,N.D.
NM_178445,2402,0,N.D.
NM_152536,5384,0,N.D.
NM_006841,2559,0.52,N.D.
NM_001998,4334,0,N.D.
NM_006889,2797,0.03,N.D.
NM_015136,7965,0.72,N.D.
NM_001042575,2622,0,N.D.
NM_207335,4121,0.02,N.D.
NM_000539,2767,0,N.D.
NM_001004737,951,0,N.D.
NM_006614,7650,0.08,N.D.
NM_015460,4884,0.15,N.D.
NM_032600,1294,0.06,N.D.
NM_003241,2983,0.16,N.D.
NM_018456,1024,0.93,N.D.
NM_001005338,942,0,N.D.
NM_003458,15966,0.09,N.D.
NM_001622,1538,0,N.D.
NM_144642,2360,0.03,N.D.
NM_006641,2544,0.11,N.D.
NM_003889,4446,0.45,N.D.
NM_001005515,942,0,N.D.
NM_006564,1953,0.64,N.D.
NM_015512,13114,0.95,N.D.
NM_005602,2169,0.12,N.D.
NM_006580,1494,0,N.D.
NM_054106,930,0,N.D.
NM_016388,1695,0.11,N.D.
NM_004797,4592,0.01,N.D.
NM_004256,2527,0.45,N.D.
NM_203424,622,0,N.D.
NM_031440,817,0,N.D.
NM_004617,1428,0.13,N.D.
NM_032505,4617,0.45,N.D.
NM_152615,1956,0,N.D.
NM_001012337,1018,0,N.D.
NM_182589,1927,0,N.D.
NM_001248,2797,0.03,N.D.
NM_001007534,1740,0,N.D.
NM_003278,874,0,N.D.
NM_000902,5710,0.01,N.D.
NM_001012659,5065,0.03,N.D.
NM_001296,2962,0.03,N.D.
NM_020685,832,0,N.D.
NM_000316,2144,0.13,N.D.
NM_182628,2086,0.36,N.D.
NM_005213,838,0.1,N.D.
NM_032047,4131,0.13,N.D.
NM_001039788,1924,0.14,N.D.
NM_016298,3442,0,N.D.
NM_023943,2162,0.12,N.D.
NM_001013714,3017,0.41,N.D.
NM_003212,2033,0,N.D.
NM_024768,1963,0,N.D.
NM_182537,1486,0,N.D.
NM_001005482,945,0,N.D.
NM_054110,3580,0.02,N.D.
NM_173658,2205,0.04,N.D.
NM_001039111,3138,0.02,N.D.
NM_022131,4421,0.08,N.D.
NM_001125,3461,0.1,N.D.
NM_001063,2318,0,N.D.
NM_153481,2830,0.27,N.D.
NM_025047,1306,0,N.D.
NM_032787,3070,0.21,N.D.
NM_007072,2689,0.03,N.D.
NM_147196,1646,0.05,N.D.
NM_018293,4957,0.77,N.D.
NM_014932,4918,0.46,N.D.
NM_207404,3916,0,N.D.
NM_207015,4928,0.88,N.D.
NM_001086,1725,0,N.D.
NM_021082,2846,0.2,N.D.
NM_153708,2265,0,N.D.
NM_014461,3530,0.51,N.D.
NM_001005516,966,0,N.D.
NM_032049,2405,0.23,N.D.
NM_004803,2201,0.12,N.D.
NM_152539,1814,0.04,N.D.
NM_001017363,1239,0.07,N.D.
NM_033655,5251,0.6,N.D.
NM_205859,951,0,N.D.
NM_001033113,2222,0.08,N.D.
NM_001007563,1093,0,N.D.
NM_001633,1413,0.75,N.D.
NM_017594,4107,0,N.D.
NM_004959,3119,0.12,N.D.
NM_001040068,1858,0,N.D.
NM_207507,1711,0,N.D.
NM_000170,3820,0.04,N.D.
NM_203347,762,0.62,N.D.
NM_001037807,1112,0,N.D.
NM_020641,1023,0.08,N.D.
NM_198573,1093,0.17,N.D.
NM_152573,2770,0,N.D.
NM_178138,2413,0.67,N.D.
NM_021002,570,0,N.D.
NM_000507,1527,0,N.D.
NM_170600,3114,0.02,N.D.
NM_197978,2210,0,N.D.
NM_014057,2976,0.55,N.D.
NM_001004451,969,0,N.D.
NM_001040712,10078,0.07,N.D.
NM_147169,1184,0.16,N.D.
NM_001735,5480,0.03,N.D.
NM_133445,7770,0.18,N.D.
NM_022901,3160,0,N.D.
NM_001244,1979,0,N.D.
NM_001163,3778,0.1,N.D.
NM_001004487,939,0,N.D.
NM_001010915,4113,0.13,N.D.
NM_021996,1951,0,N.D.
NM_002989,878,0,N.D.
NM_019897,930,0,N.D.
NM_006900,653,0,N.D.
NM_021057,737,0,N.D.
NM_203468,2100,0.04,N.D.
NM_001001919,957,0,N.D.
NM_001782,1531,0.12,N.D.
NM_001170,1258,0.22,N.D.
NM_014334,1189,0,N.D.
NM_006378,4675,0.96,N.D.
NM_153366,11415,0.51,N.D.
NM_005454,1206,0,N.D.
NM_017576,4653,0.33,N.D.
NM_153809,6221,0.17,N.D.
NM_025211,1796,0.69,N.D.
NM_002176,840,0,N.D.
NM_178469,918,0,N.D.
NM_002169,570,0,N.D.
NM_018491,1680,0.57,N.D.
NM_005118,2011,0.28,N.D.
NM_000035,1669,0,N.D.
NM_207509,3256,0.05,N.D.
NM_199350,1618,0.35,N.D.
NM_001039113,3665,0.02,N.D.
NM_001013653,1209,0.15,N.D.
NM_002171,963,0,N.D.
NM_002177,1514,0,N.D.
NM_176891,1502,0.05,N.D.
NM_014581,689,0.13,N.D.
NM_000605,1142,0,N.D.
NM_005458,5786,0.66,N.D.
NM_144966,6200,0.04,N.D.
NM_002172,985,0,N.D.
NM_147180,3401,0,N.D.
NM_002175,985,0,N.D.
NM_012363,936,0,N.D.
NM_173492,1131,0.68,N.D.
NM_033160,3982,0,N.D.
NM_017881,1172,0.48,N.D.
NM_006274,684,0,N.D.
NM_017662,8429,0.05,N.D.
NM_001004481,957,0,N.D.
NM_007179,711,0.26,N.D.
NM_012098,3572,0.78,N.D.
NM_015225,11690,0.04,N.D.
NM_001401,3182,0.24,N.D.
NM_004432,3808,0,N.D.
NM_016848,2400,0.35,N.D.
NM_020344,2221,0.08,N.D.
NM_001012446,1722,0,N.D.
NM_001012415,1987,0,N.D.
NM_021208,773,0,N.D.
NM_004297,1953,0.24,N.D.
NM_182635,1837,0.41,N.D.
NM_001012361,2455,0.11,N.D.
NM_173521,5269,0.93,N.D.
NM_001024608,1341,0,N.D.
NM_145051,1265,0,N.D.
NM_138818,1264,0.07,N.D.
NM_006686,1339,0,N.D.
NM_152572,2185,0.21,N.D.
NM_021068,977,0,N.D.
NM_198180,411,0.68,N.D.
NM_147164,2055,0,N.D.
NM_006664,469,0,N.D.
NM_002173,941,0,N.D.
NM_002732,1560,0.24,N.D.
NM_138424,2024,0.04,N.D.
NM_000689,2116,0,N.D.
NM_033051,2445,0.11,N.D.
NM_022127,2209,0,N.D.
NM_002160,7560,0.63,N.D.
NM_007101,3363,0.19,N.D.
NM_006911,967,0,N.D.
NM_014618,3158,0.02,N.D.
NM_001001961,1044,0,N.D.
NM_004479,2598,0,N.D.
NM_182974,1526,0,N.D.
NM_152569,2279,0,N.D.
NM_001001956,957,0,N.D.
NM_005658,4449,0.1,N.D.
NM_002003,1292,0,N.D.
NM_001003936,480,0.79,N.D.
NM_001004454,930,0,N.D.
NM_001004450,957,0,N.D.
NM_198946,738,0,N.D.
NM_001701,3108,0.46,N.D.
NM_152570,2792,0.58,N.D.
NM_178566,3267,0.88,N.D.
NM_020469,1580,0,N.D.
NM_001004482,957,0,N.D.
NM_153237,1284,0,N.D.
NM_134441,889,0,N.D.
NM_016734,3650,0.07,N.D.
NM_014450,1238,0,N.D.
NM_207305,2211,0.08,N.D.
NM_005014,2263,0.16,N.D.
NM_021268,980,0,N.D.
NM_001012993,2162,0.04,N.D.
NM_032843,3194,0.42,N.D.
NM_199005,2374,0,N.D.
NM_000459,4678,0.05,N.D.
NM_212558,3581,0.02,N.D.
NM_001013735,1299,0,N.D.
NM_001001676,531,0,N.D.
NM_033439,2644,0,N.D.
NM_001004483,963,0,N.D.
NM_021619,2492,0.22,N.D.
NM_139045,5758,0.06,N.D.
NM_001039797,3015,0.12,N.D.
NM_001013652,2089,0.41,N.D.
NM_207299,2461,0.03,N.D.
NM_016446,3747,0.38,N.D.
NM_001018049,857,0.1,N.D.
NM_199135,2219,0,N.D.
NM_052866,2383,0.23,N.D.
NM_006705,1078,0,N.D.
NM_017418,1254,0.38,N.D.
NM_018376,1781,0.15,N.D.
NM_001029857,3980,0.19,N.D.
NM_004938,5942,0.09,N.D.
NM_032728,2072,0.18,N.D.
NM_001012715,3147,0.79,N.D.
NM_012144,2548,0.07,N.D.
NM_024013,876,0,N.D.
NM_080859,951,0,N.D.
NM_021965,3341,0,N.D.
NM_001018056,3646,0.66,N.D.
NM_174950,1936,0,N.D.
NM_014907,4916,0,N.D.
NM_024642,2770,0.2,N.D.
NM_014143,1553,0.68,N.D.
NM_001011703,4818,0.23,N.D.
NM_001004452,942,0,N.D.
NM_014582,689,0,N.D.
NM_001001670,4828,0,N.D.
NM_203447,7257,0.01,N.D.
NM_001807,2350,0.73,N.D.
NM_021240,2184,0,N.D.
NM_001039765,1758,0.05,N.D.
NM_004188,1817,0,N.D.
NM_005893,1930,0,N.D.
NM_000718,7364,0.02,N.D.
NM_152786,2099,0.54,N.D.
NM_153267,3610,0.61,N.D.
NM_001004484,1041,0,N.D.
NM_173550,4359,0.64,N.D.
NM_004816,2422,0,N.D.
NM_001005235,936,0,N.D.
NM_001010925,2651,0.94,N.D.
NM_001005236,1083,0,N.D.
NM_007327,4376,0.02,N.D.
NM_001004485,960,0,N.D.
NM_000606,857,0.44,N.D.
NM_005294,1050,0.26,N.D.
NM_000954,837,0.22,N.D.
NM_012364,945,0,N.D.
NM_002316,1119,0.08,N.D.
NM_006687,1433,0,N.D.
NM_004108,1057,0,N.D.
NM_006914,3604,0.21,N.D.
NM_139028,4933,0.07,N.D.
NM_005564,840,0,N.D.
NM_001340,2119,0.04,N.D.
NM_000607,803,0,N.D.
NM_001004453,1044,0,N.D.
NM_014694,3740,0,N.D.
NM_138691,3201,0.08,N.D.
NM_000787,2760,0,N.D.
NM_000550,2797,0.13,N.D.
NM_002170,1039,0,N.D.
NM_054107,942,0,N.D.
NM_005421,327,0.27,N.D.
NM_005592,2666,0,N.D.
NM_207510,3706,0.02,N.D.
NM_014290,3785,0.91,N.D.
NM_006200,3299,0.05,N.D.
NM_032536,2428,0.55,N.D.
NM_001010940,851,0,N.D.
NM_002771,807,0,N.D.
NM_006557,2464,0,N.D.
NM_001040411,3406,0.22,N.D.
NM_178536,694,0.12,N.D.
NM_025239,1518,0.44,N.D.
NM_001012278,1652,0,N.D.
NM_001004457,993,0,N.D.
NM_001005234,975,0,N.D.
NM_017688,2085,0,N.D.
NM_002297,786,0,N.D.
NM_001023564,657,0,N.D.
NM_001004353,1198,0.64,N.D.
NM_001018066,8696,0.03,N.D.
NM_207511,3815,0.6,N.D.
NM_033516,2298,0,N.D.
NM_000608,844,0,N.D.
NM_001040272,3892,0.07,N.D.
NM_145006,1205,0.07,N.D.
NM_001045477,4888,0.23,N.D.
NM_001018116,2640,0.25,N.D.
NM_001001709,3407,0.19,N.D.
NM_020822,4823,0.13,N.D.
NM_020124,1140,0.16,N.D.
NM_021951,2229,0,N.D.
NM_003177,2672,0,N.D.
NM_001039792,971,0.19,N.D.
NM_173689,5641,0.18,N.D.
NM_178828,4445,0,N.D.
NM_020064,1907,0.45,N.D.
NM_199358,2219,0,N.D.
NM_001010887,2852,0.94,N.D.
NM_001001923,963,0.09,N.D.
NM_207417,1789,0.1,N.D.
NM_152571,2587,0.93,N.D.
NM_213596,2958,0.03,N.D.
NM_134431,3389,0,N.D.
NM_007191,2026,0,N.D.
NM_002820,1881,0.76,N.D.
NM_006928,2143,0.13,N.D.
NM_175078,3072,0,N.D.
NM_152439,3552,0.48,N.D.
NM_175068,2323,0,N.D.
NM_002258,740,0,N.D.
NM_173855,1172,0.81,N.D.
NM_018423,2844,0.4,N.D.
NM_176887,900,0.1,N.D.
NM_003625,4052,0.06,N.D.
NM_207435,1946,0.79,N.D.
NM_006105,3327,0.4,N.D.
NM_176890,900,0.1,N.D.
NM_003708,2425,0.03,N.D.
NM_004693,2121,0.13,N.D.
NM_023922,954,0.5,N.D.
NM_172364,5343,0.28,N.D.
NM_023917,1075,0,N.D.
NM_006741,1839,0,N.D.
NM_033277,508,0,N.D.
NM_006121,2507,0,N.D.
NM_002289,742,0,N.D.
NM_080731,2683,0.21,N.D.
NM_201550,2649,0,N.D.
NM_002543,2476,0.73,N.D.
NM_152590,1718,0.33,N.D.
NM_032680,2204,0,N.D.
NM_174941,4598,0,N.D.
NM_000432,809,0,N.D.
NM_001005499,939,0,N.D.
NM_002281,1925,0.64,N.D.
NM_012064,2004,0.09,N.D.
NM_002282,1883,0,N.D.
NM_030762,3641,0.5,N.D.
NM_001008223,2065,0.79,N.D.
NM_021150,3300,0.46,N.D.
NM_016293,2228,0,N.D.
NM_016509,963,0,N.D.
NM_152860,2995,0.12,N.D.
NM_003034,2117,0.04,N.D.
NM_020634,1224,0,N.D.
NM_020661,2791,0,N.D.
NM_018050,2297,0,N.D.
NM_023920,1637,0.17,N.D.
NM_001004134,954,0,N.D.
NM_021044,1971,0,N.D.
NM_001025232,686,0,N.D.
NM_004658,3148,0.06,N.D.
NM_203503,1314,0,N.D.
NM_001733,2526,0.95,N.D.
NM_021957,2912,0.03,N.D.
NM_000277,2680,0.14,N.D.
NM_148897,942,0,N.D.
NM_000552,8833,0.19,N.D.
NM_152989,4563,0.16,N.D.
NM_000192,3921,0.02,N.D.
NM_001920,2305,0.12,N.D.
NM_032554,2977,0,N.D.
NM_022652,2842,0.4,N.D.
NM_007333,1042,0.82,N.D.
NM_000706,4154,0,N.D.
NM_007210,4520,0.29,N.D.
NM_003480,2900,0,N.D.
NM_001013698,2102,0.09,N.D.
NM_005504,8191,0.01,N.D.
NM_177551,2082,0.13,N.D.
NM_001038,3171,0.33,N.D.
NM_023918,930,0,N.D.
NM_053283,517,0,N.D.
NM_005555,2218,0,N.D.
NM_016511,1791,0,N.D.
NM_004054,1985,0,N.D.
NM_007035,2543,0,N.D.
NM_020996,744,0,N.D.
NM_004072,1900,0.3,N.D.
NM_198992,3287,0.05,N.D.
NM_020525,1147,0,N.D.
NM_016615,2215,0.17,N.D.
NM_002442,2950,0.03,N.D.
NM_033045,2073,0,N.D.
NM_172004,649,0,N.D.
NM_033123,2075,0.74,N.D.
NM_000620,7124,0.02,N.D.
NM_181724,2586,0,N.D.
NM_152589,1705,0,N.D.
NM_006611,2208,0.08,N.D.
NM_006250,662,0.86,N.D.
NM_020698,4727,0.42,N.D.
NM_014470,1681,0.85,N.D.
NM_004616,1159,0.66,N.D.
NM_175053,2856,0,N.D.
NM_153449,2195,0.04,N.D.
NM_006249,1235,0,N.D.
NM_006025,2321,0.41,N.D.
NM_018711,3486,0.02,N.D.
NM_023919,1096,0,N.D.
NM_001012988,3037,0.02,N.D.
NM_024829,1951,0,N.D.
NM_152638,2977,0,N.D.
NM_018272,2550,0.22,N.D.
NM_001042403,3476,0.16,N.D.
NM_145913,3983,0,N.D.
NM_000423,2459,0,N.D.
NM_139137,3510,0.02,N.D.
NM_001025457,430,0,N.D.
NM_002272,2576,0,N.D.
NM_002429,3262,0.17,N.D.
NM_024685,3583,0.8,N.D.
NM_176885,1021,0.27,N.D.
NM_152440,2583,0.93,N.D.
NM_004950,1594,0,N.D.
NM_020400,2907,0.29,N.D.
NM_033150,5087,0.75,N.D.
NM_004664,1235,0.22,N.D.
NM_033448,2255,0.03,N.D.
NM_021229,3634,0.31,N.D.
NM_003806,716,0.12,N.D.
NM_002260,1223,0.22,N.D.
NM_182496,1953,0.88,N.D.
NM_176884,1027,0,N.D.
NM_133448,5815,0.08,N.D.
NM_173598,2490,0.11,N.D.
NM_001175,1216,0.07,N.D.
NM_004963,3745,0,N.D.
NM_001005493,945,0,N.D.
NM_144667,1710,0,N.D.
NM_018088,2353,0,N.D.
NM_002864,4615,0.18,N.D.
NM_198521,1336,0,N.D.
NM_130846,3492,0.85,N.D.
NM_176888,900,0.21,N.D.
NM_000014,4678,0.04,N.D.
NM_001971,952,0,N.D.
NM_002283,2491,0,N.D.
NM_013431,928,0.09,N.D.
NM_020297,8325,0,N.D.
NM_032369,1736,0.1,N.D.
NM_001644,911,0,N.D.
NM_025114,7972,0.7,N.D.
NM_002723,944,0,N.D.
NM_001638,1720,0,N.D.
NM_020142,1275,0.98,N.D.
NM_021071,1386,0.41,N.D.
NM_021625,3254,0.05,N.D.
NM_013244,2565,0.22,N.D.
NM_058242,2222,0,N.D.
NM_006143,1409,0.4,N.D.
NM_000834,6240,0.03,N.D.
NM_213658,1393,0,N.D.
NM_015347,6322,0,N.D.
NM_175834,2144,0,N.D.
NM_003044,3410,0.05,N.D.
NM_002206,4079,0.89,N.D.
NM_032606,3829,0.78,N.D.
NM_014358,2158,0,N.D.
NM_032918,2240,0.04,N.D.
NM_000900,661,0.28,N.D.
NM_181429,945,0,N.D.
NM_182558,2750,0,N.D.
NM_199353,1173,0,N.D.
NM_006248,1251,0,N.D.
NM_176889,930,0.2,N.D.
NM_003774,5360,0.53,N.D.
NM_203416,3806,0,N.D.
NM_020638,3018,0,N.D.
NM_001004329,2722,0,N.D.
NM_000619,1240,0,N.D.
NM_152321,1641,0,N.D.
NM_005164,3969,0,N.D.
NM_001001395,3727,0.17,N.D.
NM_000424,2301,0,N.D.
NM_003006,2550,0.41,N.D.
NM_018018,3965,0.02,N.D.
NM_153685,2240,0.25,N.D.
NM_173086,1986,0,N.D.
NM_006843,1620,0.23,N.D.
NM_001781,1702,0,N.D.
NM_018402,1047,0.08,N.D.
NM_032489,1886,0.04,N.D.
NM_012306,4703,0.08,N.D.
NM_001014336,904,0,N.D.
NM_002108,3139,0.02,N.D.
NM_057088,2327,0,N.D.
NM_001013690,2453,0,N.D.
NM_015848,2513,0.07,N.D.
NM_023921,924,0,N.D.
NM_144594,785,0,N.D.
NM_022363,2084,0,N.D.
NM_006018,2051,0.04,N.D.
NM_013251,949,0,N.D.
NM_020373,3717,0.54,N.D.
NM_001039381,2230,0,N.D.
NM_207434,3957,0,N.D.
NM_175851,5733,0.03,N.D.
NM_022570,2622,0,N.D.
NM_004982,2381,0.03,N.D.
NM_152317,1155,0.49,N.D.
NM_153026,3293,0.17,N.D.
NM_145064,1643,0.23,N.D.
NM_153823,2391,0.32,N.D.
NM_024730,1182,0.56,N.D.
NM_006422,3027,0.09,N.D.
NM_173352,1785,0,N.D.
NM_178539,4069,0.75,N.D.
NM_005554,2270,0,N.D.
NM_005379,3624,0.05,N.D.
NM_020370,1546,0,N.D.
NM_173812,4064,0.14,N.D.
NM_000928,585,0,N.D.
NM_080747,1985,0,N.D.
NM_033033,2681,0,N.D.
NM_020367,4486,0.53,N.D.
NM_183378,3420,0.33,N.D.
NM_144670,5123,0.01,N.D.
NM_152772,2243,0.51,N.D.
NM_000924,3236,0.02,N.D.
NM_002284,2091,0.78,N.D.
NM_005593,1427,0,N.D.
NM_012404,396,0.95,N.D.
NM_031205,1627,0.23,N.D.
NM_002469,1294,0,N.D.
NM_012240,1174,0.73,N.D.
NM_198578,9234,0.04,N.D.
NM_006152,2826,0,N.D.
NM_002234,2865,0,N.D.
NM_001045547,606,0,N.D.
NM_199286,1040,0,N.D.
NM_152436,1745,0.1,N.D.
NM_005337,3869,0,N.D.
NM_004316,2482,0,N.D.
NM_014653,4650,0,N.D.
NM_021191,1481,0,N.D.
NM_153364,1812,0.1,N.D.
NM_015232,2699,0,N.D.
NM_014191,7215,0.14,N.D.
NM_005086,2707,0.03,N.D.
NM_203436,2254,0,N.D.
NM_013269,5249,0.01,N.D.
NM_014954,2963,0,N.D.
NM_133489,2446,0.98,N.D.
NM_054105,939,0,N.D.
NM_006262,1833,0.1,N.D.
NM_007334,1364,0,N.D.
NM_001039960,5218,0.05,N.D.
NM_019844,2712,0.42,N.D.
NM_003725,1512,0.76,N.D.
NM_139319,3838,0.02,N.D.
NM_001039029,3688,0,N.D.
NM_001005490,939,0,N.D.
NM_178499,2465,0.03,N.D.
NM_207437,3423,0,N.D.
NM_001004328,3623,0,N.D.
NM_002848,5153,0.07,N.D.
NM_022658,2290,0.79,N.D.
NM_002527,1204,0,N.D.
NM_181709,2148,0,N.D.
NM_016584,1049,0.45,N.D.
NM_002286,1991,0.19,N.D.
NM_006205,726,0,N.D.
NM_207436,1597,0.23,N.D.
NM_207345,1674,0,N.D.
NM_001005183,939,0,N.D.
NM_152591,1945,0.04,N.D.
NM_173353,2350,0,N.D.
NM_058173,500,0,N.D.
NM_173802,2078,0.04,N.D.
NM_000239,1487,0,N.D.
NM_181788,1300,0,N.D.
NM_024902,1854,0.77,N.D.
NM_016523,1242,0,N.D.
NM_194450,1291,0.06,N.D.
NM_003578,2040,0.04,N.D.
NM_000415,1462,0,N.D.
NM_002465,3938,0.02,N.D.
NM_080387,1973,0,N.D.
NM_001005915,5511,0.08,N.D.
NM_014903,9644,0.12,N.D.
NM_032491,3623,0.15,N.D.
NM_205852,3029,0,N.D.
NM_020547,1855,0.04,N.D.
NM_001652,2654,0.47,N.D.
NM_001037671,1377,0,N.D.
NM_024560,3033,0.06,N.D.
NM_000020,1970,0.09,N.D.
NM_032642,2251,0,N.D.
NM_144669,2721,0,N.D.
NM_001651,1316,0.65,N.D.
NM_181711,1952,0.78,N.D.
NM_013381,5666,0,N.D.
NM_001039764,3711,0,N.D.
NM_004984,3897,0,N.D.
NM_006446,2830,0,N.D.
NM_173596,1895,0.3,N.D.
NM_001423,2786,0.93,N.D.
NM_032834,3142,0.18,N.D.
NM_007264,1620,0.11,N.D.
NM_000719,8464,0.04,N.D.
NM_015267,6841,0.05,N.D.
NM_005042,3290,0.23,N.D.
NM_000217,1488,0,N.D.
NM_001917,1576,0,N.D.
